SampleID	BarcodeSequence	LinkerPrimerSequence	original_ID	env_feature	env_biome	scientific_name	life_stage	LifestyleSpecies	description	study	ANCOM_random
850.USygt49.M	NA	NA	USygt49.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt49.T1	NA	NA	USygt49.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt49.T2	NA	NA	USygt49.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt5.F	NA	NA	USygt5.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt5.M	NA	NA	USygt5.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt5.T1	NA	NA	USygt5.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt5.T2	NA	NA	USygt5.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt50.F	NA	NA	USygt50.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt50.M	NA	NA	USygt50.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt50.T1	NA	NA	USygt50.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt50.T2	NA	NA	USygt50.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt51.F	NA	NA	USygt51.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt51.M	NA	NA	USygt51.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt51.T1	NA	NA	USygt51.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt51.T2	NA	NA	USygt51.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt52.F	NA	NA	USygt52.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt52.M	NA	NA	USygt52.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt52.T1	NA	NA	USygt52.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt52.T2	NA	NA	USygt52.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt53.F	NA	NA	USygt53.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt53.M	NA	NA	USygt53.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt53.T1	NA	NA	USygt53.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt53.T2	NA	NA	USygt53.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt54.F	NA	NA	USygt54.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt54.M	NA	NA	USygt54.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt54.T1	NA	NA	USygt54.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt54.T2	NA	NA	USygt54.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt6.M	NA	NA	USygt6.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt6.T2	NA	NA	USygt6.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt7.M	NA	NA	USygt7.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt8.F	NA	NA	USygt8.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt8.M	NA	NA	USygt8.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt8.T1	NA	NA	USygt8.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt8.T2	NA	NA	USygt8.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt9.F	NA	NA	USygt9.F	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt9.M	NA	NA	USygt9.M	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt9.T1	NA	NA	USygt9.T1	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
850.USygt9.T2	NA	NA	USygt9.T2	HumanFeces	USA	Homo sapien	adult	UrbanHuman	USA	yatsunenko	Urban
13332.AF001.CR.KR	NA	NA	AF001	AnoleFeces	Calle Resecadora	krugi	anole	RuralAnole	Calle Resecadora	anole	None
13332.AF004.CR.KR	NA	NA	AF004	AnoleFeces	Calle Resecadora	krugi	anole	RuralAnole	Calle Resecadora	anole	None
13332.AF005.CR.KR	NA	NA	AF005	AnoleFeces	Calle Resecadora	krugi	anole	RuralAnole	Calle Resecadora	anole	None
13332.AF006.CR.KR	NA	NA	AF006	AnoleFeces	Calle Resecadora	krugi	anole	RuralAnole	Calle Resecadora	anole	None
13332.AF014.ME.KR	NA	NA	AF014	AnoleFeces	Maricao Early	krugi	anole	RuralAnole	Maricao Early	anole	None
13332.AF034.ME.KR	NA	NA	AF034	AnoleFeces	Maricao Early	krugi	anole	RuralAnole	Maricao Early	anole	None
13332.AF037.ME.KR	NA	NA	AF037	AnoleFeces	Maricao Early	krugi	anole	RuralAnole	Maricao Early	anole	None
13332.AF039.ME.KR	NA	NA	AF039	AnoleFeces	Maricao Early	krugi	anole	RuralAnole	Maricao Early	anole	None
13332.AF018.MR.KR	NA	NA	AF018	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF025.MR.KR	NA	NA	AF025	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF029.MR.KR	NA	NA	AF029	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF035.MR.KR	NA	NA	AF035	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF049.MR.KR	NA	NA	AF049	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF052.MR.KR	NA	NA	AF052	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF056.MR.KR	NA	NA	AF056	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF060.MR.KR	NA	NA	AF060	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF063.MR.KR	NA	NA	AF063	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF070.MR.KR	NA	NA	AF070	AnoleFeces	Maricao Rocks	krugi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF066.SB.PO	NA	NA	AF066	AnoleFeces	Sucia Base	poncensis	anole	RuralAnole	Sucia Base	anole	None
13332.AF068.SB.PO	NA	NA	AF068	AnoleFeces	Sucia Base	poncensis	anole	RuralAnole	Sucia Base	anole	None
13332.AF072.SB.PO	NA	NA	AF072	AnoleFeces	Sucia Base	poncensis	anole	RuralAnole	Sucia Base	anole	None
13332.AF073.SB.PO	NA	NA	AF073	AnoleFeces	Sucia Base	poncensis	anole	RuralAnole	Sucia Base	anole	None
13332.AF091.SC.PO	NA	NA	AF091	AnoleFeces	Sucia Camp	poncensis	anole	RuralAnole	Sucia Camp	anole	None
13332.AF095.SC.PO	NA	NA	AF095	AnoleFeces	Sucia Camp	poncensis	anole	RuralAnole	Sucia Camp	anole	None
13332.AF098.SC.PO	NA	NA	AF098	AnoleFeces	Sucia Camp	poncensis	anole	RuralAnole	Sucia Camp	anole	None
13332.AF099.SC.PO	NA	NA	AF099	AnoleFeces	Sucia Camp	poncensis	anole	RuralAnole	Sucia Camp	anole	None
13332.AF089.SL.PO	NA	NA	AF089	AnoleFeces	Sucia Parking Lot	poncensis	anole	RuralAnole	Sucia Parking Lot	anole	None
13332.AF096.SP.PO	NA	NA	AF096	AnoleFeces	Sucia Peligro	poncensis	anole	RuralAnole	Sucia Peligro	anole	None
13332.AF065.MF.PU	NA	NA	AF065	AnoleFeces	Maricao Fences	pulchellus	anole	RuralAnole	Maricao Fences	anole	None
13332.AF100.MF.PU	NA	NA	AF100	AnoleFeces	Maricao Fences	pulchellus	anole	RuralAnole	Maricao Fences	anole	None
13332.AF101.MF.PU	NA	NA	AF101	AnoleFeces	Maricao Fences	pulchellus	anole	RuralAnole	Maricao Fences	anole	None
13332.AF102.MF.PU	NA	NA	AF102	AnoleFeces	Maricao Fences	pulchellus	anole	RuralAnole	Maricao Fences	anole	None
13332.AF103.MF.PU	NA	NA	AF103	AnoleFeces	Maricao Fences	pulchellus	anole	RuralAnole	Maricao Fences	anole	None
13332.AF050.MC.ST	NA	NA	AF050	AnoleFeces	Maricao Camp	stratulus	anole	RuralAnole	Maricao Camp	anole	None
13332.AF053.ME.ST	NA	NA	AF053	AnoleFeces	Maricao Early	stratulus	anole	RuralAnole	Maricao Early	anole	None
13332.AF009.MR.ST	NA	NA	AF009	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF015.MR.ST	NA	NA	AF015	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF019.MR.ST	NA	NA	AF019	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF022.MR.ST	NA	NA	AF022	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF030.MR.ST	NA	NA	AF030	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF031.MR.ST	NA	NA	AF031	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF032.MR.ST	NA	NA	AF032	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF036.MR.ST	NA	NA	AF036	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF038.MR.ST	NA	NA	AF038	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF041.MR.ST	NA	NA	AF041	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF043.MR.ST	NA	NA	AF043	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF057.MR.ST	NA	NA	AF057	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF059.MR.ST	NA	NA	AF059	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF069.MR.ST	NA	NA	AF069	AnoleFeces	Maricao Rocks	stratulus	anole	RuralAnole	Maricao Rocks	anole	None
14425.SRR11825482	NA	NA	277110660	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825483	NA	NA	277110658	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825484	NA	NA	277110657	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825487	NA	NA	277110649	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825488	NA	NA	277110643	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825489	NA	NA	277110638	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825490	NA	NA	277110633	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825491	NA	NA	277110632	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825492	NA	NA	277110631	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825493	NA	NA	277110627	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825494	NA	NA	277110626	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825495	NA	NA	277110625	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825497	NA	NA	277110621	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825498	NA	NA	277110620	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825499	NA	NA	277110619	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825500	NA	NA	277110618	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825502	NA	NA	277110615	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825503	NA	NA	277110614	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825505	NA	NA	277110612	SparrowFeces	Limantour	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825506	NA	NA	277110607	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825508	NA	NA	277110606	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825509	NA	NA	266127822	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825511	NA	NA	266127813	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825513	NA	NA	257195929	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825514	NA	NA	144100600	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825515	NA	NA	144100592	SparrowFeces	Commonweal	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825541	NA	NA	144100426	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825542	NA	NA	144100425	SparrowFeces	Abbotts	Zonotrichia leucophrys	sparrow	RuralSparrow	Rural	sparrow	Rural
14425.SRR11825485	NA	NA	144100512	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825496	NA	NA	144100511	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825507	NA	NA	144100509	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825512	NA	NA	257195957	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825516	NA	NA	144100591	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825517	NA	NA	144100589	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825518	NA	NA	144100508	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825519	NA	NA	144100588	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825520	NA	NA	144100587	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825522	NA	NA	144100583	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825523	NA	NA	144100582	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825524	NA	NA	144100580	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825525	NA	NA	144100579	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825526	NA	NA	144100578	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825527	NA	NA	144100576	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825528	NA	NA	144100575	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825529	NA	NA	144100507	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825530	NA	NA	144100573	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825532	NA	NA	144100571	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825533	NA	NA	144100570	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825534	NA	NA	144100569	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825535	NA	NA	144100568	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825536	NA	NA	144100566	SparrowFeces	Richmond	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825537	NA	NA	144100562	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825538	NA	NA	144100561	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825539	NA	NA	144100515	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825540	NA	NA	144100513	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825543	NA	NA	144100560	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825544	NA	NA	144100504	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825545	NA	NA	144100559	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825546	NA	NA	144100556	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825547	NA	NA	144100555	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825548	NA	NA	144100554	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825549	NA	NA	144100553	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825550	NA	NA	144100552	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825551	NA	NA	144100551	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825552	NA	NA	144100550	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825553	NA	NA	144100547	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825554	NA	NA	144100545	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825555	NA	NA	144100503	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825556	NA	NA	144100544	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825557	NA	NA	144100542	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825558	NA	NA	144100539	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825559	NA	NA	144100537	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825561	NA	NA	144100532	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825562	NA	NA	144100531	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825563	NA	NA	144100530	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825564	NA	NA	144100529	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825565	NA	NA	144100528	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825566	NA	NA	144100431	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825567	NA	NA	144100527	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825568	NA	NA	144100526	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825569	NA	NA	144100525	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825570	NA	NA	144100524	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825571	NA	NA	144100521	SparrowFeces	Funston	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825572	NA	NA	144100519	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825573	NA	NA	144100518	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
14425.SRR11825574	NA	NA	144100516	SparrowFeces	Presidio	Zonotrichia leucophrys	sparrow	UrbanSparrow	Urban	sparrow	Urban
