SampleID	BarcodeSequence	LinkerPrimerSequence	original_ID	env_feature	env_biome	scientific_name	life_stage	LifestyleSpecies	description	study	ANCOM_random
11947.CHE1007SZ	NA	NA	CHE1007SZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE1008TZ	NA	NA	CHE1008TZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE1011TZ	NA	NA	CHE1011TZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE1020TZ	NA	NA	CHE1020TZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.RAJ0016YZ	NA	NA	RAJ0016YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ0018YZ	NA	NA	RAJ0018YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ0019YZ	NA	NA	RAJ0019YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ0022YZ	NA	NA	RAJ0022YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ1011YZ	NA	NA	RAJ1011YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ1012YZ	NA	NA	RAJ1012YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ1014YZ	NA	NA	RAJ1014YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ1015YZ	NA	NA	RAJ1015YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAJ1020YZ	NA	NA	RAJ1020YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raji	himalaya	None
11947.RAU0015YZ	NA	NA	RAU0015YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU0016YZ	NA	NA	RAU0016YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU0022YZ	NA	NA	RAU0022YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU0028AZ	NA	NA	RAU0028AZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU1009YZ	NA	NA	RAU1009YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU1011YZ	NA	NA	RAU1011YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU1013YZ	NA	NA	RAU1013YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU1014YZ	NA	NA	RAU1014YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU1020YZ	NA	NA	RAU1020YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU1026YZ	NA	NA	RAU1026YZ	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
11947.RAU1029Y	NA	NA	RAU1029Y	HumanFeces	Nepal	Homo sapien	adult	RecentFarmerHuman	Raute	himalaya	None
850.h101M.1	NA	NA	h101M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h101S.1	NA	NA	h101S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h10M.1	NA	NA	h10M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h121S.1	NA	NA	h121S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h122M.1	NA	NA	h122M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h122S.1	NA	NA	h122S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h128M.1	NA	NA	h128M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h128S.1	NA	NA	h128S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h130M.1	NA	NA	h130M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h130S.1	NA	NA	h130S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h144M.1	NA	NA	h144M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h146M.1	NA	NA	h146M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h147M.1	NA	NA	h147M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h165M.1	NA	NA	h165M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h165S.1	NA	NA	h165S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h181M.1	NA	NA	h181M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h181S.1	NA	NA	h181S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h186M.1	NA	NA	h186M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h186S.1	NA	NA	h186S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h208M.1	NA	NA	h208M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h209M.1	NA	NA	h209M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h209S.1	NA	NA	h209S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h228M.1	NA	NA	h228M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h228S.1	NA	NA	h228S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h235M.1	NA	NA	h235M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h257M.1	NA	NA	h257M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h257S.1	NA	NA	h257S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h259M.1	NA	NA	h259M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h259S.1	NA	NA	h259S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h264M.1	NA	NA	h264M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h273M.1	NA	NA	h273M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h279M.1	NA	NA	h279M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h279S.1	NA	NA	h279S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h301M.1	NA	NA	h301M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h305M.1	NA	NA	h305M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h35S.1	NA	NA	h35S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h37M.1	NA	NA	h37M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h37S.1	NA	NA	h37S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h47M.1	NA	NA	h47M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h47S.1	NA	NA	h47S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h60M.1	NA	NA	h60M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h60S.1	NA	NA	h60S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h68M.1	NA	NA	h68M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h78M.1	NA	NA	h78M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h78S.1	NA	NA	h78S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h85M.1	NA	NA	h85M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h85S.1	NA	NA	h85S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h95M.1	NA	NA	h95M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h95S.1	NA	NA	h95S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h9M.1	NA	NA	h9M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.h9S.1	NA	NA	h9S.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.k278A.2	NA	NA	k278A.2	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.k278B.2	NA	NA	k278B.2	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
850.k278M.1	NA	NA	k278M.1	HumanFeces	Malawi	Homo sapien	adult	RuralHuman	Malawi	yatsunenko	Rural
14419.ERR3618860	NA	NA	BEN70	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618865	NA	NA	BEN09	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618867	NA	NA	BEN62	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618868	NA	NA	BEN33	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618869	NA	NA	BEN39	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618878	NA	NA	BEN25	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618879	NA	NA	BEN73	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618881	NA	NA	BEN48	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618882	NA	NA	BEN01	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618888	NA	NA	BEN45	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618895	NA	NA	BEN15	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618905	NA	NA	BEN10	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618907	NA	NA	BEN08	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618909	NA	NA	BEN74	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618911	NA	NA	BEN36	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618913	NA	NA	BEN78	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618914	NA	NA	BEN64	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618915	NA	NA	BEN82	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618919	NA	NA	BEN72	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618920	NA	NA	BEN71	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618924	NA	NA	BEN12	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618925	NA	NA	BEN56	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618931	NA	NA	BEN17	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618936	NA	NA	BEN65	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618937	NA	NA	BEN14	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618939	NA	NA	BEN16	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618951	NA	NA	BEN30	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618952	NA	NA	BEN61	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618953	NA	NA	BEN46	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618965	NA	NA	BEN52	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618966	NA	NA	BEN57	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618967	NA	NA	BEN50	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618968	NA	NA	BEN18	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618974	NA	NA	BEN58	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618980	NA	NA	BEN75	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618981	NA	NA	BEN54	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618982	NA	NA	BEN51	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618983	NA	NA	BEN42	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618985	NA	NA	BEN23	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618986	NA	NA	BEN77	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618987	NA	NA	BEN35	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618990	NA	NA	BEN06	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618854	NA	NA	BEN34	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618859	NA	NA	BEN29	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618861	NA	NA	BEN76	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618863	NA	NA	BEN37	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618864	NA	NA	BEN81	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618871	NA	NA	BEN66	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618874	NA	NA	BEN49	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618876	NA	NA	BEN80	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618877	NA	NA	BEN05	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618880	NA	NA	BEN22	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618883	NA	NA	BEN11	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618884	NA	NA	BEN07	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618885	NA	NA	BEN38	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618889	NA	NA	BEN41	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618890	NA	NA	BEN63	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618893	NA	NA	BEN40	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618896	NA	NA	BEN02	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618899	NA	NA	BEN28	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618901	NA	NA	BEN32	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618903	NA	NA	BEN19	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618906	NA	NA	BEN26	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618910	NA	NA	BEN47	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618929	NA	NA	BEN69	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618930	NA	NA	BEN13	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618932	NA	NA	BEN31	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618935	NA	NA	BEN20	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618941	NA	NA	BEN44	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618943	NA	NA	BEN24	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618944	NA	NA	BEN43	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618947	NA	NA	BEN60	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618950	NA	NA	BEN21	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618957	NA	NA	BEN59	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618958	NA	NA	BEN27	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618962	NA	NA	BEN53	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618969	NA	NA	BEN04	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618976	NA	NA	BEN55	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
14419.ERR3618984	NA	NA	BEN79	HumanFeces	Ngoantet	Homo sapien	adult	RuralHuman	Rural	cameroon	Rural
850.Amz1teenF	NA	NA	Amz1teenF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz29adlt	NA	NA	Amz29adlt	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz2adltF	NA	NA	Amz2adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz30adlt	NA	NA	Amz30adlt	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz31adlt	NA	NA	Amz31adlt	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz32eldF	NA	NA	Amz32eldF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz33eld	NA	NA	Amz33eld	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz34eld	NA	NA	Amz34eld	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz4adltF	NA	NA	Amz4adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz5eldF	NA	NA	Amz5eldF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz5teenF	NA	NA	Amz5teenF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz6eldF	NA	NA	Amz6eldF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz6eldM	NA	NA	Amz6eldM	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz6teen	NA	NA	Amz6teen	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz7adltF	NA	NA	Amz7adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.Amz7eldM	NA	NA	Amz7eldM	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC10adltF1	NA	NA	AmzC10adltF1	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC10adltF2	NA	NA	AmzC10adltF2	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC11adltF1	NA	NA	AmzC11adltF1	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC11adltF2	NA	NA	AmzC11adltF2	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC11adltF3	NA	NA	AmzC11adltF3	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC12adltF	NA	NA	AmzC12adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC1babyF1	NA	NA	AmzC1babyF1	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC29adltF	NA	NA	AmzC29adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC2adltF	NA	NA	AmzC2adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC30adltF	NA	NA	AmzC30adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC31adltF	NA	NA	AmzC31adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC32adltF	NA	NA	AmzC32adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC33adltF	NA	NA	AmzC33adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC3adltF	NA	NA	AmzC3adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC3adltM	NA	NA	AmzC3adltM	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC4adltF	NA	NA	AmzC4adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC5adltF	NA	NA	AmzC5adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC6adltF	NA	NA	AmzC6adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC7adltF	NA	NA	AmzC7adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC8adltM	NA	NA	AmzC8adltM	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC9adltF	NA	NA	AmzC9adltF	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
850.AmzC9adltM	NA	NA	AmzC9adltM	HumanFeces	Venezuela	Homo sapien	adult	RuralHuman	Venezuela	yatsunenko	Rural
14419.ERR3618855	NA	NA	BEB22	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618862	NA	NA	BEB28	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618912	NA	NA	BEB23	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618917	NA	NA	BEB29	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618918	NA	NA	BEB04	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618946	NA	NA	BEB31	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618949	NA	NA	BEB32	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618956	NA	NA	BEB25	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618959	NA	NA	BEB02	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618961	NA	NA	BEB30	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
14419.ERR3618970	NA	NA	BEB16	HumanFeces	Mbalmayo	Homo sapien	adult	SemiUrbanHuman	Semi-urban	cameroon	None
